,Food_Item,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Water_Intake (ml)
2587,Tomato,546,46.2,84.9,15.5,7.7,36.1,158,51,289
2588,Chocolate,321,18.9,27.8,20.8,4.8,18.1,378,232,880
2589,Carrot,174,29.7,95.0,14.7,2.7,37.4,314,182,321
2590,Broccoli,226,34.0,53.3,47.2,2.5,42.2,635,169,202
2591,Tomato,491,40.1,98.6,10.1,9.8,36.0,886,218,674
2592,Eggs,597,36.0,86.6,40.2,7.0,11.1,939,219,466
2593,Strawberry,434,37.6,91.3,38.3,8.0,17.5,417,75,314
2594,Pork Chop,548,20.6,97.1,7.7,2.8,10.0,279,141,558
2595,Nuts,113,39.1,22.4,6.3,0.1,29.1,938,26,898
2596,Popcorn,530,43.8,89.8,45.7,7.1,49.8,146,185,659
2597,Pork Chop,425,48.1,18.5,4.0,8.4,28.7,182,237,847
2598,Orange,253,7.1,17.7,9.8,2.0,12.9,642,123,583
2599,Broccoli,349,5.7,65.1,31.0,4.9,45.1,894,215,213
2600,Bread,389,2.7,30.8,19.3,0.2,13.1,524,83,710
2601,Nuts,543,19.0,99.0,42.6,8.2,6.8,646,92,157
2602,Apple,380,28.7,5.7,28.9,4.4,26.2,331,262,135
2603,Cheese,510,3.5,31.3,45.5,5.0,28.6,279,98,249
2604,Green Tea,252,16.2,98.5,4.6,1.0,30.6,819,71,897
2605,Spinach,328,19.0,77.2,13.6,6.2,16.7,951,32,451
2606,Spinach,63,37.8,97.7,32.9,1.5,49.0,974,223,117
2607,Pork Chop,78,19.2,77.6,37.2,0.1,30.1,743,119,934
2608,Bread,375,34.3,88.9,26.4,9.1,35.7,79,120,896
2609,Chips,378,31.5,73.7,26.5,6.4,27.0,901,55,659
2610,Orange Juice,335,9.4,9.9,6.2,6.7,15.3,147,205,508
2611,Coffee,274,36.7,70.8,37.0,3.6,23.9,863,213,146
2612,Coffee,149,7.3,48.1,7.0,4.6,10.5,427,177,378
2613,Pork Chop,333,32.3,70.8,15.7,5.6,13.2,540,252,817
2614,Apple,484,19.6,58.2,32.5,8.4,48.2,289,195,528
2615,Broccoli,165,50.0,60.4,35.5,9.4,32.5,165,252,567
2616,Carrot,404,23.8,7.9,15.0,3.8,8.6,995,229,423
2617,Coffee,387,10.7,93.8,42.1,9.4,37.2,495,166,860
2618,Orange Juice,238,46.5,62.1,11.4,0.5,32.7,639,263,660
2619,Eggs,215,3.0,29.8,5.7,8.2,7.0,50,150,813
2620,Beef Steak,276,6.2,41.4,23.5,1.4,21.0,716,70,781
2621,Coffee,373,1.5,49.1,28.9,9.6,10.9,824,182,276
2622,Eggs,409,15.2,15.6,17.0,0.5,37.1,554,103,234
2623,Orange,502,36.8,76.5,39.1,3.8,44.8,445,64,167
2624,Cheese,368,31.8,94.5,31.2,1.3,22.0,536,131,755
2625,Nuts,366,43.0,93.0,32.4,0.9,43.1,795,295,593
2626,Carrot,222,9.9,54.0,28.7,8.4,9.3,792,135,436
2627,Pork Chop,348,16.8,21.2,29.5,1.2,22.6,568,51,853
2628,Coffee,549,11.9,82.9,38.5,4.2,3.4,404,69,664
2629,Paneer,572,28.6,79.9,24.0,3.5,37.1,745,102,796
2630,Pork Chop,158,18.4,48.1,46.8,5.4,20.0,803,123,714
2631,Pasta,164,16.5,40.0,19.0,0.2,47.0,518,218,511
2632,Chips,331,5.6,92.4,17.1,4.5,28.0,185,299,717
2633,Nuts,564,10.1,92.5,11.9,3.1,49.8,479,77,258
2634,Chips,303,10.8,73.3,4.4,1.5,26.6,764,81,433
2635,Chicken Breast,287,27.4,11.0,2.9,5.4,8.8,433,207,832
2636,Popcorn,201,14.7,87.2,12.3,8.0,4.2,720,81,473
2637,Tomato,571,44.1,49.3,24.4,1.0,45.2,376,9,696
2638,Strawberry,259,18.2,53.6,21.1,8.5,36.0,980,179,575
2639,Bread,285,10.2,7.0,43.9,7.6,3.9,853,131,332
2640,Orange,361,27.7,19.5,12.8,5.7,42.1,95,72,587
2641,Water,242,22.3,99.6,41.7,7.2,45.9,81,230,295
2642,Broccoli,469,33.4,26.9,35.4,2.8,4.4,200,267,325
2643,Green Tea,437,30.2,13.3,11.4,6.6,20.6,353,164,515
2644,Quinoa,108,43.1,11.7,4.2,5.1,1.5,681,225,101
2645,Pork Chop,71,5.8,11.7,13.8,1.1,8.0,696,202,196
2646,Banana,519,35.3,21.5,9.0,0.8,26.9,500,105,468
2647,Green Tea,106,48.0,8.2,2.6,7.2,23.3,763,236,488
2648,Beef Steak,391,39.5,6.8,30.9,4.0,19.3,881,27,905
2649,Strawberry,433,26.5,95.7,45.3,2.7,39.8,144,189,974
2650,Pork Chop,561,12.9,75.7,40.7,8.8,29.8,447,217,979
2651,Grapes,302,23.2,12.0,48.7,7.1,2.6,682,197,610
2652,Bread,373,41.8,21.2,48.7,6.9,5.2,434,291,358
2653,Nuts,446,9.7,55.1,17.7,5.1,14.5,708,61,481
2654,Water,426,8.6,7.4,48.6,1.6,49.8,683,121,977
2655,Water,95,24.2,26.4,20.9,3.5,19.0,478,12,456
2656,Strawberry,188,23.8,24.6,19.5,0.5,14.6,915,59,429
2657,Orange,129,15.2,85.3,10.7,6.9,21.5,793,131,550
2658,Spinach,419,7.4,17.5,41.7,9.2,25.2,393,280,220
2659,Milkshake,311,32.6,69.3,4.0,8.0,4.6,293,108,984
2660,Chicken Breast,189,29.2,63.4,22.9,4.4,2.5,789,172,874
2661,Orange,308,21.7,43.9,19.2,1.0,17.6,726,189,328
2662,Pasta,84,10.2,71.9,5.1,2.2,30.1,637,126,392
2663,Grapes,551,10.2,49.8,2.1,8.7,43.2,784,203,144
2664,Milkshake,134,24.6,77.9,47.0,3.1,47.5,371,271,113
2665,Salmon,133,37.3,8.7,17.9,2.6,49.1,481,55,339
2666,Bread,386,45.0,16.9,9.8,7.9,12.5,360,283,854
2667,Beef Steak,196,45.4,84.3,42.1,2.7,19.6,309,158,165
2668,Quinoa,445,37.8,9.5,22.6,6.6,8.1,80,40,309
2669,Cheese,450,3.4,49.6,20.8,2.9,16.2,26,203,383
2670,Cookies,59,23.9,48.3,22.3,1.3,7.7,204,134,264
2671,Oats,371,35.5,43.2,33.6,7.7,48.6,253,195,933
2672,Carrot,569,6.3,98.0,5.8,7.9,34.6,71,52,381
2673,Salmon,420,2.2,41.1,29.3,2.5,39.6,470,158,399
2674,Tomato,150,48.8,95.4,16.3,0.0,13.8,174,67,801
2675,Quinoa,506,24.4,73.2,8.4,0.6,31.7,215,9,343
2676,Chocolate,197,19.4,22.3,22.6,0.2,39.0,324,239,251
2677,Grapes,71,28.3,23.9,46.6,9.4,46.5,729,143,172
2678,Rice,371,48.6,13.8,41.9,2.2,21.4,338,138,224
2679,Coffee,389,40.5,86.0,46.3,1.6,41.0,802,27,336
2680,Pork Chop,250,13.1,44.6,20.1,2.2,12.1,807,51,491
2681,Water,307,43.4,26.0,47.6,3.2,34.4,187,39,361
2682,Paneer,495,16.3,64.3,10.1,2.1,47.6,623,203,380
2683,Spinach,133,20.1,94.2,22.0,7.3,33.5,245,72,907
2684,Pork Chop,50,28.9,96.8,7.6,2.9,29.6,217,83,889
2685,Cookies,456,26.1,64.0,14.9,3.5,9.9,426,283,561
2686,Green Tea,373,17.2,54.9,28.8,4.8,4.4,626,270,725
2687,Rice,95,19.6,30.2,35.1,5.1,41.6,169,111,668
2688,Oats,115,25.8,33.5,42.7,9.8,38.3,444,200,805
2689,Apple,528,6.6,69.9,43.8,5.4,32.8,296,135,923
2690,Apple,226,17.0,90.0,14.3,1.5,32.5,921,285,849
2691,Chocolate,68,47.4,48.5,32.1,9.2,34.8,239,146,524
2692,Carrot,270,10.8,9.0,27.6,2.0,27.8,52,259,753
2693,Coffee,311,12.6,93.2,17.2,5.7,44.5,618,3,983
2694,Chocolate,439,46.9,34.8,23.1,6.5,23.1,983,16,841
2695,Milkshake,532,43.0,98.4,45.4,0.6,21.8,29,268,743
2696,Bread,446,47.3,31.2,49.6,5.2,44.9,270,142,707
2697,Green Tea,330,5.6,78.9,32.5,8.7,27.3,850,202,882
2698,Butter,500,25.4,97.5,16.5,0.1,42.8,242,266,619
2699,Cheese,78,41.2,78.3,8.1,8.3,42.4,361,274,765
2700,Orange Juice,276,12.8,91.6,17.3,9.5,26.9,307,191,362
2701,Green Tea,514,10.4,33.5,37.2,1.2,26.6,566,158,426
2702,Chocolate,352,40.3,57.1,8.0,9.2,7.4,447,70,114
2703,Quinoa,528,29.6,13.5,29.8,5.1,47.2,704,77,856
2704,Orange Juice,423,3.4,50.1,46.1,1.3,43.0,201,231,864
2705,Broccoli,221,20.7,92.6,47.2,2.3,19.5,232,274,886
2706,Water,146,31.3,23.2,26.1,5.3,5.5,490,99,767
2707,Carrot,64,11.6,92.1,47.8,8.5,31.6,744,273,316
2708,Pasta,476,29.6,57.5,24.1,1.7,1.3,825,114,985
2709,Broccoli,297,45.9,40.5,35.1,9.1,49.1,584,119,332
2710,Pasta,445,12.9,21.7,29.2,0.7,34.0,131,148,207
2711,Milk,425,42.7,73.2,1.3,8.5,9.8,628,151,107
2712,Cheese,488,1.2,77.8,31.7,9.1,13.4,610,128,550
2713,Carrot,359,31.9,69.6,27.3,3.2,9.8,153,182,139
2714,Chocolate,497,12.4,40.1,24.6,1.9,16.2,32,86,340
2715,Chips,423,13.8,18.8,48.1,1.3,0.8,821,85,966
2716,Nuts,343,23.8,79.3,35.9,4.8,40.9,303,31,387
2717,Cookies,245,7.4,29.2,43.8,0.5,28.1,40,300,279
2718,Green Tea,568,25.0,43.4,29.0,0.9,45.6,973,33,314
2719,Orange Juice,534,5.9,68.0,26.0,6.1,46.4,528,198,562
2720,Tomato,328,23.1,41.7,47.2,2.7,3.6,913,215,999
2721,Bread,594,22.2,49.5,39.2,0.4,43.7,459,68,410
2722,Quinoa,148,36.8,20.5,47.0,6.0,31.8,706,192,501
2723,Water,438,9.1,31.2,6.4,0.9,24.7,682,114,468
2724,Orange,575,12.4,53.0,21.4,4.2,32.2,246,7,195
2725,Coffee,323,7.2,26.4,25.3,1.8,42.2,738,100,738
2726,Cookies,148,1.9,60.6,40.8,5.4,32.3,217,203,628
2727,Tomato,416,31.8,70.4,2.9,1.2,2.4,190,247,823
2728,Apple,363,21.1,86.1,31.5,0.1,27.8,159,120,366
2729,Carrot,246,36.7,18.4,7.0,6.4,5.2,686,260,323
2730,Apple,200,28.9,82.8,49.6,10.0,18.2,776,134,829
2731,Cookies,407,47.0,14.7,11.9,7.2,2.0,684,75,231
2732,Orange,420,6.8,89.0,1.6,8.6,33.8,932,239,311
2733,Chips,421,20.8,41.0,37.6,8.4,20.7,572,212,836
2734,Coffee,321,40.8,52.2,15.2,7.0,11.1,289,172,613
2735,Chicken Breast,529,13.7,95.3,5.1,5.2,32.7,871,215,504
2736,Cookies,127,44.1,47.5,21.4,3.7,5.7,867,79,859
2737,Pasta,255,37.0,62.8,11.9,2.1,33.3,376,179,759
2738,Tomato,70,48.9,30.4,4.2,3.5,30.0,903,228,851
2739,Chicken Breast,589,1.0,86.3,28.1,1.1,7.1,119,271,428
2740,Green Tea,287,4.2,82.1,16.5,3.7,5.0,624,294,872
2741,Green Tea,91,45.3,5.7,30.0,7.9,20.3,920,262,528
2742,Eggs,258,18.1,25.5,26.3,4.6,14.7,48,205,613
2743,Quinoa,286,28.2,12.0,23.8,5.4,34.4,934,112,359
2744,Cheese,318,35.6,50.6,15.8,4.0,17.3,432,31,296
2745,Green Tea,588,31.4,49.2,34.1,7.9,17.1,409,220,133
2746,Carrot,185,36.0,99.9,12.6,1.1,20.3,106,20,622
2747,Cheese,455,4.9,7.3,34.7,4.5,9.9,995,137,530
2748,Orange,96,12.9,38.9,21.4,8.2,6.1,921,90,713
2749,Beef Steak,178,21.0,74.7,14.5,0.3,12.9,403,141,1000
2750,Coffee,248,10.9,68.7,5.0,1.8,41.5,15,26,167
2751,Paneer,392,30.2,67.3,8.1,8.3,7.2,707,186,981
2752,Pork Chop,452,6.7,82.6,16.9,3.9,14.3,785,105,337
2753,Apple,250,47.1,19.1,37.1,8.7,44.7,686,246,696
2754,Salmon,397,22.5,90.6,24.5,5.8,12.0,775,264,719
2755,Chocolate,459,40.5,21.1,5.6,3.4,42.6,77,212,866
2756,Cheese,544,40.0,70.9,32.4,1.5,26.7,936,103,652
2757,Cookies,69,23.7,31.2,7.3,0.1,31.0,575,267,710
2758,Strawberry,580,2.2,39.1,17.0,6.5,34.2,195,183,136
2759,Strawberry,456,12.7,50.7,6.4,9.6,24.8,221,106,430
2760,Pasta,346,23.8,72.8,22.4,1.8,32.9,450,296,723
2761,Paneer,481,32.0,83.2,13.8,6.9,37.6,983,6,336
2762,Cheese,66,13.8,71.6,27.2,8.6,20.0,952,177,245
2763,Chips,208,6.3,62.0,17.1,5.3,4.6,71,248,799
2764,Oats,348,14.7,25.6,50.0,8.6,27.7,216,107,325
2765,Butter,578,41.7,16.0,31.8,0.9,28.4,116,202,252
2766,Butter,160,9.4,45.4,34.8,3.5,4.4,279,172,233
2767,Broccoli,252,15.6,16.5,39.0,7.3,8.0,469,57,686
2768,Spinach,328,3.5,47.7,28.1,2.8,24.2,286,189,187
2769,Chocolate,80,21.3,47.1,30.7,5.8,18.6,575,47,468
2770,Carrot,261,48.0,79.1,24.7,5.4,14.4,400,206,454
2771,Tomato,164,31.0,76.4,11.8,9.9,7.0,984,6,514
2772,Eggs,434,26.7,51.8,32.1,2.0,35.8,593,297,308
2773,Oats,257,19.2,19.9,48.4,2.3,21.1,281,54,619
2774,Apple,383,32.6,8.3,32.4,7.7,13.6,86,115,507
2775,Pasta,273,19.2,73.7,24.5,8.0,4.0,742,142,499
2776,Grapes,472,20.5,80.4,29.0,8.7,39.8,446,93,581
2777,Pasta,190,35.1,69.5,35.1,9.9,33.7,146,117,967
2778,Orange,566,6.6,19.3,29.0,2.6,47.1,959,259,307
2779,Milkshake,464,14.8,60.8,33.2,6.4,40.4,818,299,377
2780,Water,599,23.4,73.6,46.2,0.6,39.0,609,282,334
2781,Pasta,386,10.7,51.3,26.4,0.1,48.7,723,87,955
2782,Green Tea,78,14.0,6.5,46.7,4.4,0.0,384,155,782
2783,Quinoa,100,47.4,95.4,31.3,9.3,46.6,200,199,603
2784,Orange Juice,446,22.3,8.9,9.5,1.3,1.3,361,152,861
2785,Orange Juice,555,20.4,99.1,6.5,0.3,35.5,681,168,508
2786,Milkshake,193,19.8,72.8,6.8,9.4,43.5,208,273,572
2787,Yogurt,506,26.9,7.7,16.0,6.5,30.8,37,113,451
2788,Water,297,4.3,23.6,20.4,6.6,49.1,49,230,137
2789,Green Tea,304,2.2,10.0,23.6,0.9,24.1,337,56,651
2790,Tomato,529,12.8,70.9,15.1,9.1,5.0,937,85,931
2791,Chicken Breast,70,35.3,38.4,18.7,2.2,35.2,672,250,323
2792,Quinoa,359,14.0,99.3,46.6,4.0,20.4,269,191,143
2793,Milk,437,2.2,73.9,19.1,3.7,41.0,998,238,630
2794,Salmon,471,40.4,70.8,10.7,7.9,1.6,359,31,829
2795,Coffee,497,22.7,5.7,4.0,9.1,33.9,564,213,235
2796,Oats,277,14.9,77.9,42.0,8.3,48.1,900,230,825
2797,Coffee,441,46.2,80.7,35.8,8.1,17.9,959,255,541
2798,Pasta,290,14.1,68.7,14.7,1.6,42.0,865,40,245
2799,Orange,421,37.6,95.3,26.0,10.0,36.9,444,297,844
2800,Pasta,224,31.7,57.8,24.4,6.9,27.8,759,75,800
2801,Eggs,321,44.9,99.1,6.9,3.2,48.0,478,5,982
2802,Cheese,409,19.9,36.2,22.9,6.3,1.6,695,124,389
2803,Carrot,493,32.0,14.1,46.1,7.6,40.1,67,72,468
2804,Butter,520,12.7,99.4,25.8,8.0,44.2,512,99,860
2805,Spinach,107,3.7,43.2,26.6,6.8,7.6,188,12,146
2806,Chips,444,12.0,32.8,15.0,8.9,37.7,402,82,448
2807,Milkshake,549,2.5,89.0,18.0,6.3,33.6,54,180,958
2808,Chocolate,485,36.0,59.4,36.4,7.5,1.2,56,54,242
2809,Banana,158,18.1,44.3,48.8,6.3,19.1,137,120,386
2810,Orange Juice,515,26.7,67.7,30.7,5.0,10.5,839,14,914
2811,Butter,214,24.0,27.9,36.7,9.9,19.1,87,167,468
2812,Cheese,385,2.9,82.6,18.3,6.5,35.8,307,87,644
2813,Orange,446,23.2,70.3,5.3,2.1,32.9,781,267,248
2814,Butter,310,36.4,84.4,29.9,6.3,35.1,721,280,786
2815,Cookies,114,25.1,45.9,46.6,2.1,7.8,627,118,553
2816,Strawberry,409,29.9,61.2,25.5,5.1,23.1,733,141,391
2817,Beef Steak,315,19.7,83.8,15.0,0.9,30.1,551,193,169
2818,Chips,542,31.6,91.4,24.8,4.1,6.8,521,219,102
2819,Chocolate,225,3.8,86.5,39.4,8.9,38.2,234,74,721
2820,Apple,147,40.5,85.8,31.9,4.6,13.1,259,265,368
2821,Potato,375,36.0,92.3,23.2,3.7,26.2,409,74,478
2822,Cookies,115,16.8,83.0,12.1,7.1,40.7,316,48,929
2823,Apple,394,3.6,66.9,3.1,0.7,17.7,869,26,793
2824,Eggs,195,31.2,66.8,35.2,4.7,38.5,729,88,364
2825,Coffee,314,6.8,32.6,48.7,2.0,9.2,768,105,198
2826,Eggs,292,11.6,40.3,27.2,7.0,20.9,350,243,416
2827,Broccoli,199,26.9,99.9,43.8,4.9,30.2,237,36,969
2828,Carrot,95,17.9,11.1,41.4,6.3,41.5,65,21,299
2829,Chocolate,463,46.5,26.0,18.4,5.8,26.4,145,125,581
2830,Rice,229,4.1,36.0,21.1,2.0,22.5,875,181,264
2831,Cheese,74,17.6,85.4,40.8,0.0,16.1,627,21,440
2832,Quinoa,414,41.2,91.0,48.0,4.9,11.8,489,246,241
2833,Tomato,265,45.5,80.6,2.3,8.2,13.7,704,121,689
2834,Milkshake,570,8.5,61.2,32.6,5.2,34.8,408,216,376
2835,Carrot,579,14.9,99.9,7.8,4.9,40.1,530,273,109
2836,Chips,63,5.9,88.4,6.0,1.3,45.2,779,32,542
2837,Cheese,128,41.2,38.0,18.3,7.3,36.7,7,156,381
2838,Chicken Breast,305,8.4,94.3,30.7,1.6,22.5,526,258,353
2839,Chicken Breast,400,40.4,60.1,28.9,4.2,49.6,487,293,884
2840,Grapes,280,48.0,31.8,15.6,8.0,41.8,691,249,589
2841,Butter,172,13.0,5.0,4.7,8.7,37.0,590,207,608
2842,Potato,304,26.3,43.5,19.4,4.2,28.7,876,268,500
2843,Milkshake,176,32.5,68.8,49.0,7.6,15.1,823,213,151
2844,Broccoli,474,19.0,72.2,35.2,0.0,15.5,238,113,299
2845,Banana,511,14.3,28.4,23.2,6.0,7.0,172,126,351
2846,Water,408,11.5,32.0,20.3,2.3,9.1,811,125,332
2847,Paneer,156,37.5,74.1,28.8,1.4,14.1,550,280,602
2848,Banana,345,33.0,88.1,15.8,0.0,49.3,820,172,680
2849,Eggs,264,36.0,56.4,26.3,3.5,22.9,225,93,969
2850,Apple,384,42.1,59.3,21.4,7.9,3.4,223,287,274
2851,Chicken Breast,138,45.3,77.8,24.7,5.6,31.3,780,201,310
2852,Orange Juice,155,1.4,15.5,47.7,4.5,39.0,497,217,261
2853,Nuts,339,12.9,42.4,26.8,1.7,14.5,412,170,710
2854,Banana,296,1.8,91.1,9.5,1.0,17.8,16,242,448
2855,Water,106,44.8,34.2,40.7,3.2,32.4,416,77,821
2856,Tomato,460,34.8,94.8,4.8,5.9,33.2,785,178,960
2857,Cheese,568,34.6,11.4,15.1,0.2,46.2,399,285,343
2858,Rice,535,1.6,45.1,6.2,6.5,37.9,709,257,191
2859,Spinach,71,41.7,25.3,34.1,6.7,43.8,885,16,272
2860,Bread,190,25.0,72.7,37.2,5.6,20.2,991,246,863
2861,Paneer,209,19.5,49.2,40.5,8.0,20.8,903,103,176
2862,Nuts,539,41.1,25.1,1.8,3.7,25.4,381,175,865
2863,Cookies,392,46.0,52.5,20.4,4.8,33.7,568,209,500
2864,Eggs,290,33.1,63.7,31.2,7.7,40.4,938,235,383
2865,Nuts,560,24.7,8.3,15.2,7.2,13.9,774,32,100
2866,Pork Chop,81,16.6,50.4,1.5,4.9,25.0,433,102,946
2867,Cheese,281,21.8,5.1,42.7,5.3,41.0,729,85,944
2868,Bread,106,48.3,81.4,19.2,4.8,18.2,174,17,292
2869,Bread,307,13.7,92.5,29.2,7.9,45.1,519,30,790
2870,Spinach,442,40.0,14.2,49.8,8.0,24.4,638,212,418
2871,Banana,553,22.7,46.8,39.3,8.4,4.0,956,122,656
2872,Butter,255,21.9,77.4,32.3,7.9,27.4,152,118,299
2873,Butter,249,11.3,57.8,45.9,3.4,45.1,961,96,116
2874,Paneer,162,36.6,23.4,13.6,0.2,34.4,987,222,838
2875,Potato,426,1.5,70.1,15.3,7.9,26.2,547,118,315
2876,Rice,547,33.8,76.9,28.7,7.6,9.5,16,125,245
2877,Milkshake,366,43.6,43.9,43.4,6.7,33.6,814,176,778
2878,Beef Steak,250,33.5,8.6,18.7,4.6,21.1,744,115,324
2879,Broccoli,127,9.8,51.5,6.6,5.7,29.2,252,9,975
2880,Salmon,588,31.9,47.2,7.6,5.6,17.5,866,243,998
2881,Salmon,546,13.7,14.9,41.4,7.5,17.3,682,176,843
2882,Beef Steak,309,6.7,64.7,33.5,8.0,14.4,183,217,613
2883,Water,95,47.7,81.2,33.7,4.5,11.5,479,12,432
2884,Spinach,567,8.3,10.1,23.1,3.0,17.4,203,142,919
2885,Bread,299,6.9,19.8,24.4,6.0,0.6,191,75,478
2886,Eggs,296,31.8,31.0,47.1,7.4,48.3,396,16,693
2887,Pasta,340,30.9,72.6,37.1,1.6,46.8,249,260,221
2888,Coffee,146,45.2,92.4,46.2,3.3,32.7,248,69,432
2889,Chicken Breast,171,30.0,21.4,25.5,6.1,25.1,935,264,100
2890,Apple,463,46.5,73.7,49.1,6.0,21.2,984,291,948
2891,Oats,496,25.1,76.2,39.5,2.2,11.1,781,57,854
2892,Rice,301,5.8,40.9,5.6,5.9,23.3,971,237,434
2893,Chocolate,72,16.0,28.4,17.5,9.5,45.2,370,17,751
2894,Oats,286,39.9,94.4,44.4,9.2,22.9,935,45,613
2895,Apple,512,34.2,72.9,42.3,3.0,14.9,706,54,497
2896,Salmon,158,40.0,30.0,47.5,8.5,39.2,405,21,587
2897,Orange Juice,438,10.6,54.5,45.1,5.4,14.5,433,287,225
2898,Orange,364,25.3,95.9,21.5,2.2,29.4,246,152,345
2899,Tomato,59,8.5,69.9,48.3,5.9,18.1,872,170,713
2900,Cheese,499,44.3,79.2,41.5,8.8,43.7,8,195,626
2901,Salmon,357,5.9,57.0,48.9,9.0,37.8,627,105,166
2902,Orange Juice,595,49.7,54.2,19.6,6.2,35.7,227,109,243
2903,Quinoa,493,11.0,77.5,16.0,5.4,37.3,792,46,469
2904,Nuts,505,30.4,87.4,16.9,8.0,7.9,833,279,462
2905,Orange,112,24.4,20.1,3.5,4.0,34.9,355,93,505
2906,Butter,374,49.4,35.6,24.9,3.4,13.8,197,235,449
2907,Pasta,491,38.2,55.0,13.8,8.3,28.6,696,225,844
2908,Rice,194,36.8,85.1,12.2,7.3,37.0,357,152,348
2909,Tomato,180,34.8,84.5,49.1,5.1,2.9,982,196,312
2910,Nuts,506,34.0,19.2,10.4,5.6,4.1,164,245,947
2911,Orange,123,46.0,24.3,4.8,8.0,23.4,640,289,349
2912,Spinach,421,31.0,22.7,22.2,2.7,14.1,297,169,196
2913,Green Tea,476,46.7,12.8,31.0,2.8,47.0,368,196,101
2914,Broccoli,256,27.2,37.0,37.2,6.4,0.2,717,201,864
2915,Beef Steak,120,24.9,68.0,29.9,1.0,25.8,211,81,390
2916,Carrot,196,28.7,55.0,3.2,6.1,17.7,121,260,186
2917,Eggs,185,1.6,66.3,29.2,8.0,49.1,691,56,529
2918,Coffee,355,20.3,39.0,21.3,6.2,10.3,882,149,978
2919,Yogurt,599,9.8,38.1,20.3,2.3,23.9,187,179,720
2920,Nuts,178,8.5,37.8,44.9,2.1,49.9,79,156,300
2921,Yogurt,168,36.5,6.8,25.0,6.8,11.5,241,231,440
2922,Butter,383,8.9,41.2,25.4,8.4,43.6,821,68,829
2923,Chips,408,9.3,13.0,18.8,0.2,35.8,864,247,929
2924,Paneer,549,6.9,75.0,43.1,5.8,39.2,437,85,411
2925,Quinoa,279,47.6,47.1,38.7,3.9,24.2,330,67,557
2926,Bread,123,41.6,30.0,25.3,0.6,13.1,979,46,831
2927,Beef Steak,192,12.1,28.7,32.3,2.3,48.0,325,186,802
2928,Coffee,483,37.3,67.2,48.1,9.4,10.1,742,24,335
2929,Butter,566,2.9,75.9,6.4,5.4,37.9,571,52,934
2930,Cheese,305,4.0,28.3,47.5,1.5,37.8,940,8,116
2931,Oats,299,28.8,97.0,46.0,0.2,46.0,141,12,450
2932,Apple,529,36.4,19.4,30.9,8.1,20.5,140,128,691
2933,Quinoa,204,3.1,73.5,32.9,3.5,14.2,953,140,370
2934,Grapes,471,12.2,14.0,37.5,0.1,33.9,629,222,821
2935,Chips,494,22.1,43.4,48.2,7.9,8.9,542,227,646
2936,Popcorn,78,35.1,42.8,39.1,5.3,40.7,944,9,694
2937,Oats,406,5.5,18.9,48.0,7.4,25.9,427,100,325
2938,Paneer,461,9.1,68.2,28.6,1.0,22.3,851,132,431
2939,Orange,89,43.1,88.5,29.8,2.5,0.0,397,245,207
2940,Eggs,449,35.4,49.3,3.4,6.9,44.2,908,288,536
2941,Green Tea,399,22.6,38.7,16.0,1.1,46.3,249,42,622
2942,Cheese,242,29.8,18.4,20.7,4.0,23.9,219,108,131
2943,Quinoa,237,37.1,62.6,44.4,3.6,21.8,868,169,987
2944,Quinoa,580,3.3,8.2,27.6,7.7,2.1,169,180,194
2945,Pork Chop,179,40.6,71.5,38.1,6.8,36.6,115,122,175
2946,Strawberry,356,28.9,34.8,15.4,0.9,5.7,611,144,750
2947,Beef Steak,196,23.6,30.3,38.8,3.7,8.2,100,119,736
2948,Carrot,242,42.1,79.4,31.0,2.8,29.3,423,78,795
2949,Cookies,68,33.1,11.1,45.3,8.3,37.6,228,149,237
2950,Eggs,111,42.4,7.2,48.7,8.9,11.4,145,212,516
2951,Coffee,497,29.6,95.6,39.1,0.3,24.2,687,226,649
2952,Orange,251,13.2,78.8,35.8,2.4,37.3,45,201,944
2953,Paneer,484,36.5,89.2,4.1,6.9,45.1,632,142,711
2954,Nuts,108,4.1,56.7,1.1,9.3,5.9,396,15,563
2955,Grapes,453,19.8,32.2,8.9,6.3,17.0,482,270,651
2956,Orange,206,8.9,18.5,5.7,0.2,11.3,182,233,549
2957,Eggs,361,21.6,42.6,3.8,0.8,17.0,530,61,862
2958,Water,99,47.6,14.1,1.2,0.6,8.0,241,70,566
2959,Quinoa,142,37.4,8.9,42.5,8.5,21.4,417,18,986
2960,Pork Chop,479,27.7,12.4,11.5,9.8,44.0,243,43,201
2961,Beef Steak,148,31.9,54.8,17.5,5.4,34.5,619,12,720
2962,Beef Steak,489,6.8,36.5,43.2,0.6,33.5,213,37,782
2963,Orange Juice,217,43.9,30.3,41.6,3.6,20.7,407,79,554
2964,Pasta,467,1.0,71.0,38.1,4.9,40.0,302,289,631
2965,Tomato,281,19.6,36.5,25.6,7.1,4.2,61,121,507
2966,Spinach,571,2.6,53.2,24.6,8.4,1.8,250,41,178
2967,Popcorn,495,23.2,60.9,46.9,9.3,48.7,92,12,957
2968,Rice,147,48.5,24.3,14.9,6.2,6.5,290,15,906
2969,Potato,390,49.4,55.7,25.3,7.4,36.3,683,136,435
2970,Grapes,267,18.0,54.1,6.4,1.1,29.7,210,288,751
